Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Intensity/Level,Emotion
6863,CREMA-D,./dataset/crema-d\AudioWAV\1084_WSI_DIS_XX.wav,1084_WSI_DIS_XX.wav,.wav,Crema_1084,We'll stop in a couple of minutes,Female,Unspecified,Disgust
6864,CREMA-D,./dataset/crema-d\AudioWAV\1084_WSI_FEA_XX.wav,1084_WSI_FEA_XX.wav,.wav,Crema_1084,We'll stop in a couple of minutes,Female,Unspecified,Fear
6865,CREMA-D,./dataset/crema-d\AudioWAV\1084_WSI_HAP_XX.wav,1084_WSI_HAP_XX.wav,.wav,Crema_1084,We'll stop in a couple of minutes,Female,Unspecified,Happy
6866,CREMA-D,./dataset/crema-d\AudioWAV\1084_WSI_NEU_XX.wav,1084_WSI_NEU_XX.wav,.wav,Crema_1084,We'll stop in a couple of minutes,Female,Unspecified,Neutral
6867,CREMA-D,./dataset/crema-d\AudioWAV\1084_WSI_SAD_XX.wav,1084_WSI_SAD_XX.wav,.wav,Crema_1084,We'll stop in a couple of minutes,Female,Unspecified,Sad
6868,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_ANG_XX.wav,1085_DFA_ANG_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Anger
6869,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_DIS_XX.wav,1085_DFA_DIS_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Disgust
6870,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_FEA_XX.wav,1085_DFA_FEA_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Fear
6871,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_HAP_XX.wav,1085_DFA_HAP_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Happy
6872,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_NEU_XX.wav,1085_DFA_NEU_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Neutral
6873,CREMA-D,./dataset/crema-d\AudioWAV\1085_DFA_SAD_XX.wav,1085_DFA_SAD_XX.wav,.wav,Crema_1085,Don't forget a jacket,Male,Unspecified,Sad
6874,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_ANG_HI.wav,1085_IEO_ANG_HI.wav,.wav,Crema_1085,It's eleven o'clock,Male,High,Anger
6875,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_ANG_LO.wav,1085_IEO_ANG_LO.wav,.wav,Crema_1085,It's eleven o'clock,Male,Low,Anger
6876,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_ANG_MD.wav,1085_IEO_ANG_MD.wav,.wav,Crema_1085,It's eleven o'clock,Male,Medium,Anger
6877,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_DIS_HI.wav,1085_IEO_DIS_HI.wav,.wav,Crema_1085,It's eleven o'clock,Male,High,Disgust
6878,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_DIS_LO.wav,1085_IEO_DIS_LO.wav,.wav,Crema_1085,It's eleven o'clock,Male,Low,Disgust
6879,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_DIS_MD.wav,1085_IEO_DIS_MD.wav,.wav,Crema_1085,It's eleven o'clock,Male,Medium,Disgust
6880,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_FEA_HI.wav,1085_IEO_FEA_HI.wav,.wav,Crema_1085,It's eleven o'clock,Male,High,Fear
6881,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_FEA_LO.wav,1085_IEO_FEA_LO.wav,.wav,Crema_1085,It's eleven o'clock,Male,Low,Fear
6882,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_FEA_MD.wav,1085_IEO_FEA_MD.wav,.wav,Crema_1085,It's eleven o'clock,Male,Medium,Fear
6883,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_HAP_HI.wav,1085_IEO_HAP_HI.wav,.wav,Crema_1085,It's eleven o'clock,Male,High,Happy
6884,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_HAP_LO.wav,1085_IEO_HAP_LO.wav,.wav,Crema_1085,It's eleven o'clock,Male,Low,Happy
6885,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_HAP_MD.wav,1085_IEO_HAP_MD.wav,.wav,Crema_1085,It's eleven o'clock,Male,Medium,Happy
6886,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_NEU_XX.wav,1085_IEO_NEU_XX.wav,.wav,Crema_1085,It's eleven o'clock,Male,Unspecified,Neutral
6887,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_SAD_HI.wav,1085_IEO_SAD_HI.wav,.wav,Crema_1085,It's eleven o'clock,Male,High,Sad
6888,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_SAD_LO.wav,1085_IEO_SAD_LO.wav,.wav,Crema_1085,It's eleven o'clock,Male,Low,Sad
6889,CREMA-D,./dataset/crema-d\AudioWAV\1085_IEO_SAD_MD.wav,1085_IEO_SAD_MD.wav,.wav,Crema_1085,It's eleven o'clock,Male,Medium,Sad
6890,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_ANG_XX.wav,1085_IOM_ANG_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Anger
6891,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_DIS_XX.wav,1085_IOM_DIS_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Disgust
6892,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_FEA_XX.wav,1085_IOM_FEA_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Fear
6893,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_HAP_XX.wav,1085_IOM_HAP_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Happy
6894,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_NEU_XX.wav,1085_IOM_NEU_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Neutral
6895,CREMA-D,./dataset/crema-d\AudioWAV\1085_IOM_SAD_XX.wav,1085_IOM_SAD_XX.wav,.wav,Crema_1085,I'm on my way to the meeting,Male,Unspecified,Sad
6896,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_ANG_XX.wav,1085_ITH_ANG_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Anger
6897,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_DIS_XX.wav,1085_ITH_DIS_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Disgust
6898,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_FEA_XX.wav,1085_ITH_FEA_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Fear
6899,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_HAP_XX.wav,1085_ITH_HAP_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Happy
6900,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_NEU_XX.wav,1085_ITH_NEU_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Neutral
6901,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITH_SAD_XX.wav,1085_ITH_SAD_XX.wav,.wav,Crema_1085,I think I have a doctor's appointment,Male,Unspecified,Sad
6902,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_ANG_XX.wav,1085_ITS_ANG_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Anger
6903,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_DIS_XX.wav,1085_ITS_DIS_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Disgust
6904,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_FEA_XX.wav,1085_ITS_FEA_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Fear
6905,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_HAP_XX.wav,1085_ITS_HAP_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Happy
6906,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_NEU_XX.wav,1085_ITS_NEU_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Neutral
6907,CREMA-D,./dataset/crema-d\AudioWAV\1085_ITS_SAD_XX.wav,1085_ITS_SAD_XX.wav,.wav,Crema_1085,I think I've seen this before,Male,Unspecified,Sad
6908,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_ANG_XX.wav,1085_IWL_ANG_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Anger
6909,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_DIS_XX.wav,1085_IWL_DIS_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Disgust
6910,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_FEA_XX.wav,1085_IWL_FEA_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Fear
6911,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_HAP_XX.wav,1085_IWL_HAP_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Happy
6912,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_NEU_XX.wav,1085_IWL_NEU_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Neutral
6913,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWL_SAD_XX.wav,1085_IWL_SAD_XX.wav,.wav,Crema_1085,I would like a new alarm clock,Male,Unspecified,Sad
6914,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_ANG_XX.wav,1085_IWW_ANG_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Anger
6915,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_DIS_XX.wav,1085_IWW_DIS_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Disgust
6916,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_FEA_XX.wav,1085_IWW_FEA_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Fear
6917,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_HAP_XX.wav,1085_IWW_HAP_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Happy
6918,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_NEU_XX.wav,1085_IWW_NEU_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Neutral
6919,CREMA-D,./dataset/crema-d\AudioWAV\1085_IWW_SAD_XX.wav,1085_IWW_SAD_XX.wav,.wav,Crema_1085,I wonder what this is about,Male,Unspecified,Sad
6920,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_ANG_XX.wav,1085_MTI_ANG_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Anger
6921,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_DIS_XX.wav,1085_MTI_DIS_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Disgust
6922,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_FEA_XX.wav,1085_MTI_FEA_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Fear
6923,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_HAP_XX.wav,1085_MTI_HAP_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Happy
6924,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_NEU_XX.wav,1085_MTI_NEU_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Neutral
6925,CREMA-D,./dataset/crema-d\AudioWAV\1085_MTI_SAD_XX.wav,1085_MTI_SAD_XX.wav,.wav,Crema_1085,Maybe tomorrow it will be cold,Male,Unspecified,Sad
6926,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_ANG_XX.wav,1085_TAI_ANG_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Anger
6927,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_DIS_XX.wav,1085_TAI_DIS_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Disgust
6928,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_FEA_XX.wav,1085_TAI_FEA_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Fear
6929,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_HAP_XX.wav,1085_TAI_HAP_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Happy
6930,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_NEU_XX.wav,1085_TAI_NEU_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Neutral
6931,CREMA-D,./dataset/crema-d\AudioWAV\1085_TAI_SAD_XX.wav,1085_TAI_SAD_XX.wav,.wav,Crema_1085,The airplane is almost full,Male,Unspecified,Sad
6932,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_ANG_XX.wav,1085_TIE_ANG_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Anger
6933,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_DIS_XX.wav,1085_TIE_DIS_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Disgust
6934,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_FEA_XX.wav,1085_TIE_FEA_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Fear
6935,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_HAP_XX.wav,1085_TIE_HAP_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Happy
6936,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_NEU_XX.wav,1085_TIE_NEU_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Neutral
6937,CREMA-D,./dataset/crema-d\AudioWAV\1085_TIE_SAD_XX.wav,1085_TIE_SAD_XX.wav,.wav,Crema_1085,That is exactly what happened,Male,Unspecified,Sad
6938,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_ANG_XX.wav,1085_TSI_ANG_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Anger
6939,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_DIS_XX.wav,1085_TSI_DIS_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Disgust
6940,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_FEA_XX.wav,1085_TSI_FEA_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Fear
6941,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_HAP_XX.wav,1085_TSI_HAP_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Happy
6942,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_NEU_XX.wav,1085_TSI_NEU_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Neutral
6943,CREMA-D,./dataset/crema-d\AudioWAV\1085_TSI_SAD_XX.wav,1085_TSI_SAD_XX.wav,.wav,Crema_1085,The surface is slick,Male,Unspecified,Sad
6944,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_ANG_XX.wav,1085_WSI_ANG_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Anger
6945,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_DIS_XX.wav,1085_WSI_DIS_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Disgust
6946,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_FEA_XX.wav,1085_WSI_FEA_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Fear
6947,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_HAP_XX.wav,1085_WSI_HAP_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Happy
6948,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_NEU_XX.wav,1085_WSI_NEU_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Neutral
6949,CREMA-D,./dataset/crema-d\AudioWAV\1085_WSI_SAD_XX.wav,1085_WSI_SAD_XX.wav,.wav,Crema_1085,We'll stop in a couple of minutes,Male,Unspecified,Sad
6950,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_ANG_XX.wav,1086_DFA_ANG_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Anger
6951,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_DIS_XX.wav,1086_DFA_DIS_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Disgust
6952,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_FEA_XX.wav,1086_DFA_FEA_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Fear
6953,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_HAP_XX.wav,1086_DFA_HAP_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Happy
6954,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_NEU_XX.wav,1086_DFA_NEU_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Neutral
6955,CREMA-D,./dataset/crema-d\AudioWAV\1086_DFA_SAD_XX.wav,1086_DFA_SAD_XX.wav,.wav,Crema_1086,Don't forget a jacket,Male,Unspecified,Sad
6956,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_ANG_HI.wav,1086_IEO_ANG_HI.wav,.wav,Crema_1086,It's eleven o'clock,Male,High,Anger
6957,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_ANG_LO.wav,1086_IEO_ANG_LO.wav,.wav,Crema_1086,It's eleven o'clock,Male,Low,Anger
6958,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_ANG_MD.wav,1086_IEO_ANG_MD.wav,.wav,Crema_1086,It's eleven o'clock,Male,Medium,Anger
6959,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_DIS_HI.wav,1086_IEO_DIS_HI.wav,.wav,Crema_1086,It's eleven o'clock,Male,High,Disgust
6960,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_DIS_LO.wav,1086_IEO_DIS_LO.wav,.wav,Crema_1086,It's eleven o'clock,Male,Low,Disgust
6961,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_DIS_MD.wav,1086_IEO_DIS_MD.wav,.wav,Crema_1086,It's eleven o'clock,Male,Medium,Disgust
6962,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_FEA_HI.wav,1086_IEO_FEA_HI.wav,.wav,Crema_1086,It's eleven o'clock,Male,High,Fear
6963,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_FEA_LO.wav,1086_IEO_FEA_LO.wav,.wav,Crema_1086,It's eleven o'clock,Male,Low,Fear
6964,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_FEA_MD.wav,1086_IEO_FEA_MD.wav,.wav,Crema_1086,It's eleven o'clock,Male,Medium,Fear
6965,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_HAP_HI.wav,1086_IEO_HAP_HI.wav,.wav,Crema_1086,It's eleven o'clock,Male,High,Happy
6966,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_HAP_LO.wav,1086_IEO_HAP_LO.wav,.wav,Crema_1086,It's eleven o'clock,Male,Low,Happy
6967,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_HAP_MD.wav,1086_IEO_HAP_MD.wav,.wav,Crema_1086,It's eleven o'clock,Male,Medium,Happy
6968,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_NEU_XX.wav,1086_IEO_NEU_XX.wav,.wav,Crema_1086,It's eleven o'clock,Male,Unspecified,Neutral
6969,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_SAD_HI.wav,1086_IEO_SAD_HI.wav,.wav,Crema_1086,It's eleven o'clock,Male,High,Sad
6970,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_SAD_LO.wav,1086_IEO_SAD_LO.wav,.wav,Crema_1086,It's eleven o'clock,Male,Low,Sad
6971,CREMA-D,./dataset/crema-d\AudioWAV\1086_IEO_SAD_MD.wav,1086_IEO_SAD_MD.wav,.wav,Crema_1086,It's eleven o'clock,Male,Medium,Sad
6972,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_ANG_XX.wav,1086_IOM_ANG_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Anger
6973,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_DIS_XX.wav,1086_IOM_DIS_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Disgust
6974,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_FEA_XX.wav,1086_IOM_FEA_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Fear
6975,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_HAP_XX.wav,1086_IOM_HAP_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Happy
6976,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_NEU_XX.wav,1086_IOM_NEU_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Neutral
6977,CREMA-D,./dataset/crema-d\AudioWAV\1086_IOM_SAD_XX.wav,1086_IOM_SAD_XX.wav,.wav,Crema_1086,I'm on my way to the meeting,Male,Unspecified,Sad
6978,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_ANG_XX.wav,1086_ITH_ANG_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Anger
6979,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_DIS_XX.wav,1086_ITH_DIS_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Disgust
6980,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_FEA_XX.wav,1086_ITH_FEA_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Fear
6981,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_HAP_XX.wav,1086_ITH_HAP_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Happy
6982,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_NEU_XX.wav,1086_ITH_NEU_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Neutral
6983,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITH_SAD_XX.wav,1086_ITH_SAD_XX.wav,.wav,Crema_1086,I think I have a doctor's appointment,Male,Unspecified,Sad
6984,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_ANG_XX.wav,1086_ITS_ANG_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Anger
6985,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_DIS_XX.wav,1086_ITS_DIS_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Disgust
6986,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_FEA_XX.wav,1086_ITS_FEA_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Fear
6987,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_HAP_XX.wav,1086_ITS_HAP_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Happy
6988,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_NEU_XX.wav,1086_ITS_NEU_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Neutral
6989,CREMA-D,./dataset/crema-d\AudioWAV\1086_ITS_SAD_XX.wav,1086_ITS_SAD_XX.wav,.wav,Crema_1086,I think I've seen this before,Male,Unspecified,Sad
6990,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_ANG_XX.wav,1086_IWL_ANG_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Anger
6991,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_DIS_XX.wav,1086_IWL_DIS_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Disgust
6992,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_FEA_XX.wav,1086_IWL_FEA_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Fear
6993,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_HAP_XX.wav,1086_IWL_HAP_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Happy
6994,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_NEU_XX.wav,1086_IWL_NEU_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Neutral
6995,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWL_SAD_XX.wav,1086_IWL_SAD_XX.wav,.wav,Crema_1086,I would like a new alarm clock,Male,Unspecified,Sad
6996,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_ANG_XX.wav,1086_IWW_ANG_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Anger
6997,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_DIS_XX.wav,1086_IWW_DIS_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Disgust
6998,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_FEA_XX.wav,1086_IWW_FEA_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Fear
6999,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_HAP_XX.wav,1086_IWW_HAP_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Happy
7000,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_NEU_XX.wav,1086_IWW_NEU_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Neutral
7001,CREMA-D,./dataset/crema-d\AudioWAV\1086_IWW_SAD_XX.wav,1086_IWW_SAD_XX.wav,.wav,Crema_1086,I wonder what this is about,Male,Unspecified,Sad
7002,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_ANG_XX.wav,1086_MTI_ANG_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Anger
7003,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_DIS_XX.wav,1086_MTI_DIS_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Disgust
7004,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_FEA_XX.wav,1086_MTI_FEA_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Fear
7005,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_HAP_XX.wav,1086_MTI_HAP_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Happy
7006,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_NEU_XX.wav,1086_MTI_NEU_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Neutral
7007,CREMA-D,./dataset/crema-d\AudioWAV\1086_MTI_SAD_XX.wav,1086_MTI_SAD_XX.wav,.wav,Crema_1086,Maybe tomorrow it will be cold,Male,Unspecified,Sad
7008,CREMA-D,./dataset/crema-d\AudioWAV\1086_TAI_ANG_XX.wav,1086_TAI_ANG_XX.wav,.wav,Crema_1086,The airplane is almost full,Male,Unspecified,Anger
